,time,low,high,open,close,volume,timestamp
0,2018-12-16 00:00:00+00:00,82.82,86.82,82.92,85.3,43688.18,1544886000
1,2018-12-15 00:00:00+00:00,80.89,84.29,83.0,83.03,111703.11,1544799600
2,2018-12-14 00:00:00+00:00,80.6,85.98,85.35,83.0,158096.1,1544713200
3,2018-12-13 00:00:00+00:00,83.48,90.25,89.02,85.35,146120.44,1544626800
4,2018-12-12 00:00:00+00:00,86.06,91.0,86.96,89.09,117428.6,1544540400
5,2018-12-11 00:00:00+00:00,85.15,91.21,89.23,86.96,128274.43,1544454000
6,2018-12-10 00:00:00+00:00,87.3,94.62,92.8,89.23,138872.1,1544367600
7,2018-12-09 00:00:00+00:00,88.15,98.3,89.99,92.79,190909.06,1544281200
8,2018-12-08 00:00:00+00:00,84.0,97.52,92.46,89.99,252970.52,1544194800
9,2018-12-07 00:00:00+00:00,81.02,97.16,89.1,92.45,561764.89,1544108400
10,2018-12-06 00:00:00+00:00,88.92,102.85,100.75,89.09,347685.22,1544022000
11,2018-12-05 00:00:00+00:00,99.5,109.37,108.61,100.76,181819.32,1543935600
12,2018-12-04 00:00:00+00:00,104.78,112.0,107.21,108.61,114115.05,1543849200
13,2018-12-03 00:00:00+00:00,104.74,115.12,114.76,107.21,141112.19,1543762800
14,2018-12-02 00:00:00+00:00,114.05,119.45,116.82,114.76,76262.88,1543676400
15,2018-12-01 00:00:00+00:00,110.0,119.77,111.7,116.82,123338.64,1543590000
16,2018-11-30 00:00:00+00:00,109.24,119.0,116.38,111.65,132374.67,1543503600
17,2018-11-29 00:00:00+00:00,113.0,123.05,121.95,116.38,208250.88,1543417200
18,2018-11-28 00:00:00+00:00,108.74,126.46,108.74,121.94,336446.65,1543330800
19,2018-11-27 00:00:00+00:00,99.26,111.6,106.84,108.7,260914.58,1543244400
20,2018-11-26 00:00:00+00:00,102.26,116.88,114.29,106.95,323797.0,1543158000
21,2018-11-25 00:00:00+00:00,98.2,118.83,110.22,114.3,456787.12,1543071600
22,2018-11-24 00:00:00+00:00,106.15,125.89,121.44,110.16,216618.5,1542985200
23,2018-11-23 00:00:00+00:00,116.24,125.15,123.3,121.44,270783.54,1542898800
24,2018-11-22 00:00:00+00:00,122.54,136.71,134.75,123.25,146571.75,1542812400
25,2018-11-21 00:00:00+00:00,122.65,138.48,127.56,134.73,349956.47,1542726000
26,2018-11-20 00:00:00+00:00,121.5,149.5,145.22,127.55,769531.16,1542639600
27,2018-11-19 00:00:00+00:00,142.0,175.92,175.9,145.21,437034.73,1542553200
28,2018-11-18 00:00:00+00:00,172.15,180.21,172.49,175.87,68467.85,1542466800
29,2018-11-17 00:00:00+00:00,170.34,174.41,172.4,172.49,59322.92,1542380400
30,2018-11-16 00:00:00+00:00,169.22,179.76,178.89,172.4,120624.58,1542294000
31,2018-11-15 00:00:00+00:00,165.33,181.0,177.76,178.89,236611.12,1542207600
32,2018-11-14 00:00:00+00:00,165.2,204.9,203.2,177.79,336823.62,1542121200
33,2018-11-13 00:00:00+00:00,202.76,208.77,208.77,203.2,62704.04,1542034800
34,2018-11-12 00:00:00+00:00,207.0,211.22,209.72,208.77,40880.38,1541948400
35,2018-11-11 00:00:00+00:00,206.15,211.17,210.28,209.88,21445.02,1541862000
36,2018-11-10 00:00:00+00:00,207.69,212.78,208.01,210.29,30237.75,1541775600
37,2018-11-09 00:00:00+00:00,206.2,212.2,210.35,208.01,38594.07,1541689200
38,2018-11-08 00:00:00+00:00,209.66,218.27,216.85,210.34,57923.01,1541602800
39,2018-11-07 00:00:00+00:00,215.56,222.78,218.66,216.84,69735.93,1541516400
40,2018-11-06 00:00:00+00:00,207.13,219.08,208.53,218.65,112409.82,1541430000
41,2018-11-05 00:00:00+00:00,205.38,211.2,210.06,208.53,57325.49,1541343600
42,2018-11-04 00:00:00+00:00,198.1,217.77,198.46,210.06,99918.46,1541257200
43,2018-11-03 00:00:00+00:00,197.51,200.0,199.75,198.35,27311.98,1541170800
44,2018-11-02 00:00:00+00:00,197.8,201.75,197.96,199.75,45642.52,1541084400
45,2018-11-01 00:00:00+00:00,196.2,198.63,196.95,197.96,35742.82,1540998000
46,2018-10-31 00:00:00+00:00,191.4,200.0,195.36,196.95,56523.09,1540911600
47,2018-10-30 00:00:00+00:00,192.6,196.41,194.29,195.35,57625.06,1540825200
48,2018-10-29 00:00:00+00:00,190.92,202.65,202.44,194.31,78724.66,1540738800
49,2018-10-28 00:00:00+00:00,201.0,202.85,201.46,202.43,21354.22,1540652400
50,2018-10-27 00:00:00+00:00,200.42,201.7,200.71,201.46,21675.19,1540566000
51,2018-10-26 00:00:00+00:00,198.64,204.35,199.66,200.7,48108.36,1540479600
52,2018-10-25 00:00:00+00:00,195.83,200.72,200.68,199.65,69944.1,1540393200
53,2018-10-24 00:00:00+00:00,200.38,202.47,201.12,200.68,40004.97,1540306800
54,2018-10-23 00:00:00+00:00,197.96,201.96,201.25,201.12,41908.87,1540220400
55,2018-10-22 00:00:00+00:00,198.75,203.0,202.12,201.25,46179.43,1540134000
56,2018-10-21 00:00:00+00:00,201.19,205.66,202.69,202.12,34115.86,1540047600
57,2018-10-20 00:00:00+00:00,199.31,204.66,200.0,202.69,73297.71,1539961200
58,2018-10-19 00:00:00+00:00,197.8,201.47,199.1,200.0,49760.17,1539874800
59,2018-10-18 00:00:00+00:00,195.15,205.56,203.21,199.2,102830.18,1539788400
60,2018-10-17 00:00:00+00:00,201.2,206.35,205.43,203.21,65015.91,1539702000
61,2018-10-16 00:00:00+00:00,202.1,207.97,204.55,205.43,56530.71,1539615600
62,2018-10-15 00:00:00+00:00,189.96,220.64,192.05,204.53,222616.17,1539529200
63,2018-10-14 00:00:00+00:00,189.13,199.41,196.72,191.87,50132.33,1539442800
64,2018-10-13 00:00:00+00:00,193.45,198.37,194.01,196.72,39709.5,1539356400
65,2018-10-12 00:00:00+00:00,187.15,198.5,188.32,194.1,94942.49,1539270000
66,2018-10-11 00:00:00+00:00,184.81,223.61,223.61,188.32,316654.28,1539183600
67,2018-10-10 00:00:00+00:00,221.52,226.25,226.14,223.61,56636.27,1539097200
68,2018-10-09 00:00:00+00:00,225.06,228.45,227.71,226.15,41885.89,1539010800
69,2018-10-08 00:00:00+00:00,222.25,231.1,224.83,227.68,52494.74,1538924400
70,2018-10-07 00:00:00+00:00,220.0,225.95,223.85,224.82,31120.9,1538838000
71,2018-10-06 00:00:00+00:00,222.32,227.51,226.88,223.85,32635.74,1538751600
72,2018-10-05 00:00:00+00:00,218.0,230.34,221.0,226.89,71553.04,1538665200
73,2018-10-04 00:00:00+00:00,218.31,225.66,219.1,221.0,74275.51,1538578800
74,2018-10-03 00:00:00+00:00,214.0,224.9,224.85,219.01,95124.62,1538492400
75,2018-10-02 00:00:00+00:00,221.44,231.08,230.4,224.85,76658.97,1538406000
76,2018-10-01 00:00:00+00:00,223.45,234.92,232.27,230.4,85965.0,1538319600
77,2018-09-30 00:00:00+00:00,225.5,238.69,231.01,232.27,92112.81,1538233200
78,2018-09-29 00:00:00+00:00,213.7,235.35,220.67,231.01,108147.36,1538146800
79,2018-09-28 00:00:00+00:00,215.0,234.59,229.0,220.67,139498.22,1538060400
80,2018-09-27 00:00:00+00:00,210.01,233.5,214.15,229.0,175711.59,1537974000
81,2018-09-26 00:00:00+00:00,207.23,222.43,219.19,214.15,154213.73,1537887600
82,2018-09-25 00:00:00+00:00,203.24,228.01,228.01,219.19,239214.89,1537801200
83,2018-09-24 00:00:00+00:00,225.15,245.79,244.35,228.01,126087.7,1537714800
84,2018-09-23 00:00:00+00:00,237.1,249.79,240.71,244.35,76058.21,1537628400
85,2018-09-22 00:00:00+00:00,232.67,255.0,247.76,240.71,125026.56,1537542000
86,2018-09-21 00:00:00+00:00,221.0,252.0,224.41,247.76,275556.12,1537455600
87,2018-09-20 00:00:00+00:00,206.64,227.34,209.81,224.41,177248.22,1537369200
88,2018-09-19 00:00:00+00:00,197.34,214.68,208.22,209.81,169675.53,1537282800
89,2018-09-18 00:00:00+00:00,194.05,214.87,196.09,208.5,146600.61,1537196400
90,2018-09-17 00:00:00+00:00,192.2,224.9,220.19,195.97,231151.47,1537110000
91,2018-09-16 00:00:00+00:00,208.01,223.43,221.7,220.19,98137.56,1537023600
92,2018-09-15 00:00:00+00:00,208.26,227.55,210.0,221.69,116977.2,1536937200
93,2018-09-14 00:00:00+00:00,202.5,224.3,211.15,210.0,223363.98,1536850800
94,2018-09-13 00:00:00+00:00,182.91,215.0,182.92,211.39,291413.54,1536764400
95,2018-09-12 00:00:00+00:00,167.0,185.15,185.15,182.79,253131.74,1536678000
96,2018-09-11 00:00:00+00:00,175.5,199.25,196.94,185.15,179482.64,1536591600
97,2018-09-10 00:00:00+00:00,186.59,202.7,195.92,196.94,137183.94,1536505200
98,2018-09-09 00:00:00+00:00,185.39,208.5,197.0,195.91,155044.04,1536418800
99,2018-09-08 00:00:00+00:00,190.0,220.0,215.2,197.0,194116.23,1536332400
100,2018-09-07 00:00:00+00:00,214.0,234.23,229.35,215.21,132116.27,1536246000
101,2018-09-06 00:00:00+00:00,211.0,233.6,227.56,229.03,283813.18,1536159600
102,2018-09-05 00:00:00+00:00,225.53,287.95,285.43,227.56,233329.45,1536073200
103,2018-09-04 00:00:00+00:00,282.1,292.11,288.6,285.43,74746.19,1535986800
104,2018-09-03 00:00:00+00:00,285.76,296.38,295.06,288.6,57319.51,1535900400
105,2018-09-02 00:00:00+00:00,288.42,298.72,294.65,295.06,45210.93,1535814000
106,2018-09-01 00:00:00+00:00,281.94,302.2,281.95,294.64,60377.19,1535727600
107,2018-08-31 00:00:00+00:00,276.66,284.7,284.52,281.94,50539.21,1535641200
108,2018-08-30 00:00:00+00:00,272.13,290.99,288.99,284.52,82411.48,1535554800
109,2018-08-29 00:00:00+00:00,284.11,297.32,295.4,289.0,59229.49,1535468400
110,2018-08-28 00:00:00+00:00,282.85,297.64,288.11,295.39,82043.13,1535382000
111,2018-08-27 00:00:00+00:00,271.32,288.64,274.26,287.99,66277.93,1535295600
112,2018-08-26 00:00:00+00:00,270.0,277.97,277.97,274.25,41263.99,1535209200
113,2018-08-25 00:00:00+00:00,276.99,282.95,281.35,277.97,32482.26,1535122800
114,2018-08-24 00:00:00+00:00,270.27,283.38,275.87,281.35,75748.65,1535036400
115,2018-08-23 00:00:00+00:00,268.6,280.39,270.48,275.87,96644.34,1534950000
116,2018-08-22 00:00:00+00:00,259.11,298.99,281.5,270.47,160768.89,1534863600
117,2018-08-21 00:00:00+00:00,269.13,286.42,270.76,281.49,73300.86,1534777200
118,2018-08-20 00:00:00+00:00,268.02,304.0,300.03,270.76,115415.02,1534690800
119,2018-08-19 00:00:00+00:00,289.33,307.65,296.59,300.03,63554.18,1534604400
120,2018-08-18 00:00:00+00:00,283.1,322.16,317.55,296.61,105672.2,1534518000
121,2018-08-17 00:00:00+00:00,285.42,319.0,286.67,317.54,170450.42,1534431600
122,2018-08-16 00:00:00+00:00,277.84,298.89,281.21,286.67,119532.42,1534345200
123,2018-08-15 00:00:00+00:00,275.93,305.4,279.39,281.21,268255.89,1534258800
124,2018-08-14 00:00:00+00:00,250.28,285.0,284.11,279.4,359917.06,1534172400
125,2018-08-13 00:00:00+00:00,281.41,322.27,318.16,284.11,222117.52,1534086000
126,2018-08-12 00:00:00+00:00,313.29,328.12,318.32,318.15,59713.51,1533999600
127,2018-08-11 00:00:00+00:00,305.14,332.0,331.0,318.02,138086.7,1533913200
128,2018-08-10 00:00:00+00:00,326.0,366.46,363.99,330.99,102784.38,1533826800
129,2018-08-09 00:00:00+00:00,351.0,371.09,355.69,363.99,93660.31,1533740400
130,2018-08-08 00:00:00+00:00,347.18,380.77,378.07,355.7,185480.83,1533654000
131,2018-08-07 00:00:00+00:00,369.1,410.0,404.99,378.08,79598.4,1533567600
132,2018-08-06 00:00:00+00:00,401.0,413.17,408.96,404.99,35553.84,1533481200
133,2018-08-05 00:00:00+00:00,400.5,413.33,407.0,408.83,30585.81,1533394800
134,2018-08-04 00:00:00+00:00,401.0,419.16,417.8,407.0,37313.35,1533308400
135,2018-08-03 00:00:00+00:00,395.0,420.27,410.71,417.8,95200.1,1533222000
136,2018-08-02 00:00:00+00:00,407.29,424.61,419.59,410.71,43453.78,1533135600
137,2018-08-01 00:00:00+00:00,407.78,435.48,432.36,419.6,76974.19,1533049200
138,2018-07-31 00:00:00+00:00,427.33,457.3,456.47,432.35,59440.91,1532962800
139,2018-07-30 00:00:00+00:00,446.0,469.0,466.01,456.46,51162.29,1532876400
140,2018-07-29 00:00:00+00:00,462.0,471.37,468.12,466.01,20117.81,1532790000
141,2018-07-28 00:00:00+00:00,461.25,471.01,469.3,468.12,19179.64,1532703600
142,2018-07-27 00:00:00+00:00,454.25,473.33,461.43,469.3,43938.25,1532617200
143,2018-07-26 00:00:00+00:00,460.0,483.88,470.81,461.42,47770.27,1532530800
144,2018-07-25 00:00:00+00:00,463.55,484.43,478.79,470.81,64253.17,1532444400
145,2018-07-24 00:00:00+00:00,447.99,483.92,449.0,478.79,87160.51,1532358000
146,2018-07-23 00:00:00+00:00,445.66,469.3,456.9,449.0,60608.23,1532271600
147,2018-07-22 00:00:00+00:00,455.0,471.74,461.5,456.9,30453.57,1532185200
148,2018-07-21 00:00:00+00:00,442.0,468.85,448.21,461.5,33370.03,1532098800
149,2018-07-20 00:00:00+00:00,441.0,468.73,468.38,448.21,63234.81,1532012400
150,2018-07-19 00:00:00+00:00,462.07,483.88,478.92,468.39,52575.29,1531926000
151,2018-07-18 00:00:00+00:00,468.85,515.88,499.01,478.81,98509.85,1531839600
152,2018-07-17 00:00:00+00:00,466.1,510.79,478.19,499.01,96530.55,1531753200
153,2018-07-16 00:00:00+00:00,444.05,479.92,449.42,478.18,65260.26,1531666800
154,2018-07-15 00:00:00+00:00,431.29,454.21,434.14,449.41,36805.72,1531580400
155,2018-07-14 00:00:00+00:00,428.13,440.0,432.8,434.13,24290.89,1531494000
156,2018-07-13 00:00:00+00:00,425.1,442.31,431.38,432.8,51448.55,1531407600
157,2018-07-12 00:00:00+00:00,418.23,447.17,446.25,431.46,52098.19,1531321200
158,2018-07-11 00:00:00+00:00,425.34,448.54,432.71,446.25,70922.82,1531234800
159,2018-07-10 00:00:00+00:00,427.88,473.0,471.6,432.59,100652.79,1531148400
160,2018-07-09 00:00:00+00:00,469.0,488.0,486.09,471.6,45759.95,1531062000
161,2018-07-08 00:00:00+00:00,479.31,494.74,484.49,486.08,39468.25,1530975600
162,2018-07-07 00:00:00+00:00,462.0,486.69,469.3,484.48,32601.97,1530889200
163,2018-07-06 00:00:00+00:00,451.68,474.99,467.24,469.3,42719.96,1530802800
164,2018-07-05 00:00:00+00:00,457.85,477.99,466.9,467.25,55188.97,1530716400
165,2018-07-04 00:00:00+00:00,451.35,482.01,461.75,466.9,58200.73,1530630000
166,2018-07-03 00:00:00+00:00,459.11,486.76,476.34,461.75,70832.6,1530543600
167,2018-07-02 00:00:00+00:00,442.79,481.99,451.43,476.34,73534.78,1530457200
168,2018-07-01 00:00:00+00:00,444.85,455.87,453.3,451.43,34160.78,1530370800
169,2018-06-30 00:00:00+00:00,434.5,462.49,434.5,453.29,58390.14,1530284400
170,2018-06-29 00:00:00+00:00,404.22,442.0,420.01,434.6,99455.54,1530198000
171,2018-06-28 00:00:00+00:00,417.0,443.78,441.5,420.0,58039.79,1530111600
172,2018-06-27 00:00:00+00:00,420.12,446.21,429.08,441.41,72740.76,1530025200
173,2018-06-26 00:00:00+00:00,429.0,460.72,458.41,429.08,77287.09,1529938800
174,2018-06-25 00:00:00+00:00,445.0,473.27,454.79,458.41,82314.39,1529852400
175,2018-06-24 00:00:00+00:00,421.1,476.9,475.18,454.79,148560.95,1529766000
176,2018-06-23 00:00:00+00:00,457.87,481.74,462.01,475.17,48107.42,1529679600
177,2018-06-22 00:00:00+00:00,449.02,525.65,525.5,462.01,159791.63,1529593200
178,2018-06-21 00:00:00+00:00,521.5,544.23,536.0,525.49,52812.93,1529506800
179,2018-06-20 00:00:00+00:00,516.67,541.8,538.5,536.0,63547.69,1529420400
180,2018-06-19 00:00:00+00:00,514.45,547.4,517.47,538.5,71898.43,1529334000
181,2018-06-18 00:00:00+00:00,488.0,525.0,496.5,517.47,72652.08,1529247600
182,2018-06-17 00:00:00+00:00,493.33,507.83,496.99,496.5,35010.38,1529161200
183,2018-06-16 00:00:00+00:00,484.12,502.97,487.45,497.31,44819.06,1529074800
184,2018-06-15 00:00:00+00:00,481.57,521.0,519.75,487.45,101900.02,1528988400
185,2018-06-14 00:00:00+00:00,459.45,530.0,476.03,519.75,217414.2,1528902000
186,2018-06-13 00:00:00+00:00,450.11,502.4,494.14,476.02,166480.92,1528815600
187,2018-06-12 00:00:00+00:00,485.0,538.99,531.68,494.14,122320.07,1528729200
188,2018-06-11 00:00:00+00:00,509.97,536.85,525.25,531.68,113031.39,1528642800
189,2018-06-10 00:00:00+00:00,505.0,593.41,593.4,525.25,141898.86,1528556400
190,2018-06-09 00:00:00+00:00,591.81,608.0,598.6,593.41,26760.92,1528470000
191,2018-06-08 00:00:00+00:00,591.0,607.0,603.56,598.59,39745.53,1528383600
192,2018-06-07 00:00:00+00:00,594.0,615.26,606.19,603.56,94570.67,1528297200
193,2018-06-06 00:00:00+00:00,592.63,611.69,607.6,606.18,77784.31,1528210800
194,2018-06-05 00:00:00+00:00,574.31,612.0,591.51,607.6,75119.33,1528124400
195,2018-06-04 00:00:00+00:00,576.15,626.55,618.63,591.5,67675.41,1528038000
196,2018-06-03 00:00:00+00:00,590.46,627.83,590.46,618.63,54854.12,1527951600
197,2018-06-02 00:00:00+00:00,571.75,600.0,578.89,590.46,64556.4,1527865200
198,2018-06-01 00:00:00+00:00,561.11,588.0,577.1,578.89,97542.89,1527778800
199,2018-05-31 00:00:00+00:00,553.6,589.0,557.22,577.1,97490.97,1527692400
200,2018-05-30 00:00:00+00:00,541.23,585.92,566.65,557.22,99280.18,1527606000
201,2018-05-29 00:00:00+00:00,510.91,573.64,511.33,566.66,136870.26,1527519600
202,2018-05-28 00:00:00+00:00,507.0,575.0,570.75,511.33,115798.9,1527433200
203,2018-05-27 00:00:00+00:00,556.0,589.5,585.0,570.75,54447.19,1527346800
204,2018-05-26 00:00:00+00:00,577.65,606.0,584.02,584.99,44816.95,1527260400
205,2018-05-25 00:00:00+00:00,568.27,616.0,602.65,584.02,99236.16,1527174000
206,2018-05-24 00:00:00+00:00,545.36,609.21,577.2,602.64,136301.37,1527087600
207,2018-05-23 00:00:00+00:00,563.27,648.46,640.13,577.2,214277.01,1527001200
208,2018-05-22 00:00:00+00:00,638.0,699.0,696.77,640.5,102245.02,1526914800
209,2018-05-21 00:00:00+00:00,686.05,717.0,714.0,696.77,49333.84,1526828400
210,2018-05-20 00:00:00+00:00,687.7,723.0,695.97,714.0,51101.82,1526742000
211,2018-05-19 00:00:00+00:00,676.84,715.76,694.5,695.96,51170.47,1526655600
212,2018-05-18 00:00:00+00:00,656.5,694.71,668.56,694.5,84705.57,1526569200
213,2018-05-17 00:00:00+00:00,661.0,717.17,707.45,668.56,83371.98,1526482800
214,2018-05-16 00:00:00+00:00,677.55,710.44,706.09,707.45,87514.18,1526396400
215,2018-05-15 00:00:00+00:00,694.75,738.0,726.91,706.08,96338.62,1526310000
216,2018-05-14 00:00:00+00:00,684.0,746.06,729.29,726.9,165753.74,1526223600
217,2018-05-13 00:00:00+00:00,671.0,740.31,684.7,729.29,81103.16,1526137200
218,2018-05-12 00:00:00+00:00,637.65,692.39,678.05,684.66,107293.68,1526050800
219,2018-05-11 00:00:00+00:00,662.18,735.19,723.51,678.05,185449.63,1525964400
220,2018-05-10 00:00:00+00:00,723.01,768.0,750.0,723.51,89474.93,1525878000
221,2018-05-09 00:00:00+00:00,708.8,759.5,746.99,750.0,100749.17,1525791600
222,2018-05-08 00:00:00+00:00,720.0,776.0,752.43,746.99,127866.64,1525705200
223,2018-05-07 00:00:00+00:00,695.11,789.98,784.88,752.42,224751.46,1525618800
224,2018-05-06 00:00:00+00:00,750.7,828.97,812.0,784.28,105785.2,1525532400
225,2018-05-05 00:00:00+00:00,778.5,824.67,783.01,812.0,98235.94,1525446000
226,2018-05-04 00:00:00+00:00,757.1,805.31,775.51,783.01,150930.81,1525359600
227,2018-05-03 00:00:00+00:00,684.0,784.76,685.65,775.51,191789.97,1525273200
228,2018-05-02 00:00:00+00:00,660.63,689.98,670.74,685.02,100628.77,1525186800
229,2018-05-01 00:00:00+00:00,627.2,675.01,669.82,670.75,156063.51,1525100400
230,2018-04-30 00:00:00+00:00,662.11,692.45,688.0,669.81,91361.22,1525014000
231,2018-04-29 00:00:00+00:00,666.04,696.71,682.01,687.51,68368.92,1524927600
232,2018-04-28 00:00:00+00:00,638.7,693.15,643.11,682.0,75723.74,1524841200
233,2018-04-27 00:00:00+00:00,638.33,685.91,661.01,643.11,115972.94,1524754800
234,2018-04-26 00:00:00+00:00,600.0,667.0,617.5,661.0,146333.96,1524668400
235,2018-04-25 00:00:00+00:00,578.75,704.0,703.38,617.49,341753.13,1524582000
236,2018-04-24 00:00:00+00:00,642.85,711.0,642.85,703.38,207432.21,1524495600
237,2018-04-23 00:00:00+00:00,618.7,647.47,620.08,642.85,93438.79,1524409200
238,2018-04-22 00:00:00+00:00,590.7,643.47,605.16,620.07,93457.06,1524322800
239,2018-04-21 00:00:00+00:00,571.61,624.21,617.17,605.16,105009.75,1524236400
240,2018-04-20 00:00:00+00:00,557.4,622.22,567.29,617.17,186456.04,1524150000
241,2018-04-19 00:00:00+00:00,521.18,569.95,525.9,567.29,134411.53,1524063600
242,2018-04-18 00:00:00+00:00,501.2,526.49,502.43,525.89,98209.18,1523977200
243,2018-04-17 00:00:00+00:00,500.49,522.0,511.29,502.42,96075.46,1523890800
244,2018-04-16 00:00:00+00:00,498.29,537.5,534.0,511.28,130833.41,1523804400
245,2018-04-15 00:00:00+00:00,502.4,534.57,502.4,533.74,101647.49,1523718000
246,2018-04-14 00:00:00+00:00,488.0,513.86,495.76,502.4,77288.58,1523631600
247,2018-04-13 00:00:00+00:00,481.18,529.36,493.42,495.76,236190.07,1523545200
248,2018-04-12 00:00:00+00:00,413.81,497.0,430.82,493.41,247902.0,1523458800
249,2018-04-11 00:00:00+00:00,410.11,433.83,415.45,430.81,91622.12,1523372400
250,2018-04-10 00:00:00+00:00,392.25,418.26,398.8,415.45,69641.57,1523286000
251,2018-04-09 00:00:00+00:00,388.0,432.0,399.9,398.8,131507.36,1523199600
252,2018-04-08 00:00:00+00:00,384.61,404.4,384.62,399.9,70956.27,1523113200
253,2018-04-07 00:00:00+00:00,369.2,395.9,370.32,384.61,62793.96,1523026800
254,2018-04-06 00:00:00+00:00,363.33,386.21,381.55,370.32,96737.3,1522940400
255,2018-04-05 00:00:00+00:00,366.54,387.2,378.42,381.55,92587.29,1522854000
256,2018-04-04 00:00:00+00:00,370.08,418.0,416.29,378.43,120039.46,1522767600
257,2018-04-03 00:00:00+00:00,380.89,421.59,384.0,416.28,165871.59,1522681200
258,2018-04-02 00:00:00+00:00,375.36,393.96,378.69,384.0,91316.64,1522594800
259,2018-04-01 00:00:00+00:00,360.0,400.65,394.73,378.18,110854.71,1522508400
260,2018-03-31 00:00:00+00:00,388.88,438.77,394.47,394.54,157959.32,1522422000
261,2018-03-30 00:00:00+00:00,365.0,411.0,383.3,394.46,285613.76,1522335600
