,time,low,high,open,close,volume,timestamp
262,2018-03-29 00:00:00+00:00,379.1,448.0,445.72,383.29,291790.21,1522249200
263,2018-03-28 00:00:00+00:00,439.18,464.89,449.0,445.47,96044.05,1522162800
264,2018-03-27 00:00:00+00:00,445.0,493.0,486.75,449.0,163326.7,1522076400
265,2018-03-26 00:00:00+00:00,466.1,525.0,522.55,486.75,151611.19,1521990000
266,2018-03-25 00:00:00+00:00,510.2,536.0,519.58,522.55,51312.0,1521903600
267,2018-03-24 00:00:00+00:00,517.7,545.94,543.04,519.57,53609.18,1521817200
268,2018-03-23 00:00:00+00:00,507.84,543.04,539.9,543.04,87444.12,1521730800
269,2018-03-22 00:00:00+00:00,517.6,578.73,559.99,539.89,96278.54,1521644400
270,2018-03-21 00:00:00+00:00,545.2,589.75,558.0,559.98,119344.12,1521558000
271,2018-03-20 00:00:00+00:00,515.97,567.04,555.44,558.0,161094.31,1521471600
272,2018-03-19 00:00:00+00:00,516.4,560.9,538.01,555.55,185103.87,1521385200
273,2018-03-18 00:00:00+00:00,450.0,587.74,549.79,538.0,444996.57,1521298800
274,2018-03-17 00:00:00+00:00,541.11,609.94,600.52,549.79,105868.45,1521212400
275,2018-03-16 00:00:00+00:00,585.0,626.13,611.0,600.51,88999.76,1521126000
276,2018-03-15 00:00:00+00:00,571.16,621.47,614.63,610.99,149125.14,1521039600
277,2018-03-14 00:00:00+00:00,585.52,702.5,690.32,614.63,152936.33,1520953200
278,2018-03-13 00:00:00+00:00,679.78,713.45,696.51,690.39,64071.99,1520866800
279,2018-03-12 00:00:00+00:00,678.0,739.0,719.79,696.51,76011.78,1520780400
280,2018-03-11 00:00:00+00:00,666.0,735.0,683.6,719.79,67833.94,1520694000
281,2018-03-10 00:00:00+00:00,680.2,749.0,728.46,683.6,69514.86,1520607600
282,2018-03-09 00:00:00+00:00,641.6,734.0,698.81,728.46,172479.75,1520521200
283,2018-03-08 00:00:00+00:00,686.0,774.0,751.38,698.83,111033.83,1520434800
284,2018-03-07 00:00:00+00:00,724.0,825.0,815.44,751.38,138790.62,1520348400
285,2018-03-06 00:00:00+00:00,800.89,849.97,848.83,815.43,62303.88,1520262000
286,2018-03-05 00:00:00+00:00,848.83,866.0,861.74,848.83,40939.26,1520175600
287,2018-03-04 00:00:00+00:00,836.3,865.0,854.34,861.74,36133.84,1520089200
288,2018-03-03 00:00:00+00:00,851.04,866.72,854.3,854.34,35046.39,1520002800
289,2018-03-02 00:00:00+00:00,845.85,873.12,868.75,854.31,46202.2,1519916400
290,2018-03-01 00:00:00+00:00,845.54,878.0,849.99,868.74,51017.4,1519830000
291,2018-02-28 00:00:00+00:00,848.21,887.5,871.07,849.99,60718.33,1519743600
292,2018-02-27 00:00:00+00:00,860.5,894.0,867.1,871.07,65115.18,1519657200
293,2018-02-26 00:00:00+00:00,835.0,877.5,841.96,867.09,67393.57,1519570800
294,2018-02-25 00:00:00+00:00,816.89,849.26,833.2,841.96,39655.68,1519484400
295,2018-02-24 00:00:00+00:00,808.37,874.66,854.01,833.2,66461.88,1519398000
296,2018-02-23 00:00:00+00:00,786.0,883.89,806.0,854.01,105229.99,1519311600
297,2018-02-22 00:00:00+00:00,790.01,870.0,840.31,806.0,105441.63,1519225200
298,2018-02-21 00:00:00+00:00,817.01,908.17,884.77,840.34,135617.68,1519138800
299,2018-02-20 00:00:00+00:00,875.0,958.0,939.01,884.76,120860.09,1519052400
300,2018-02-19 00:00:00+00:00,911.0,956.0,913.4,939.01,53603.31,1518966000
301,2018-02-18 00:00:00+00:00,909.1,982.99,975.0,912.41,100689.18,1518879600
302,2018-02-17 00:00:00+00:00,934.2,976.79,936.02,974.99,75150.1,1518793200
303,2018-02-16 00:00:00+00:00,910.8,944.92,929.3,936.02,83382.6,1518706800
304,2018-02-15 00:00:00+00:00,905.49,948.23,920.24,929.3,140094.3,1518620400
305,2018-02-14 00:00:00+00:00,839.45,924.7,840.49,920.26,173242.25,1518534000
306,2018-02-13 00:00:00+00:00,826.0,867.48,864.4,840.49,72278.79,1518447600
307,2018-02-12 00:00:00+00:00,810.99,874.03,811.38,864.4,90917.95,1518361200
308,2018-02-11 00:00:00+00:00,780.0,851.77,849.46,811.35,104301.35,1518274800
309,2018-02-10 00:00:00+00:00,815.0,908.76,875.99,849.47,160252.18,1518188400
